0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
0.0000000000e+00 1.5625000000e-02 2.4160156963e-02
0.0000000000e+00 3.1250000000e-02 4.8326773020e-02
0.0000000000e+00 4.6875000000e-02 7.2506313353e-02
0.0000000000e+00 6.2500000000e-02 9.6705255364e-02
0.0000000000e+00 7.8125000000e-02 1.2093009488e-01
0.0000000000e+00 9.3750000000e-02 1.4518735245e-01
0.0000000000e+00 1.0937500000e-01 1.6948357987e-01
0.0000000000e+00 1.2500000000e-01 1.9382536676e-01
0.0000000000e+00 1.4062500000e-01 2.1821934757e-01
0.0000000000e+00 1.5625000000e-01 2.4267220869e-01
0.0000000000e+00 1.7187500000e-01 2.6719069600e-01
0.0000000000e+00 1.8750000000e-01 2.9178162278e-01
0.0000000000e+00 2.0312500000e-01 3.1645187803e-01
0.0000000000e+00 2.1875000000e-01 3.4120843534e-01
0.0000000000e+00 2.3437500000e-01 3.6605836225e-01
0.0000000000e+00 2.5000000000e-01 3.9100883034e-01
0.0000000000e+00 2.6562500000e-01 4.1606712596e-01
0.0000000000e+00 2.8125000000e-01 4.4124066179e-01
0.0000000000e+00 2.9687500000e-01 4.6653698935e-01
0.0000000000e+00 3.1250000000e-01 4.9196381243e-01
0.0000000000e+00 3.2812500000e-01 5.1752900171e-01
0.0000000000e+00 3.4375000000e-01 5.4324061072e-01
0.0000000000e+00 3.5937500000e-01 5.6910689307e-01
0.0000000000e+00 3.7500000000e-01 5.9513632150e-01
0.0000000000e+00 3.9062500000e-01 6.2133760857e-01
0.0000000000e+00 4.0625000000e-01 6.4771972956e-01
0.0000000000e+00 4.2187500000e-01 6.7429194759e-01
0.0000000000e+00 4.3750000000e-01 7.0106384146e-01
0.0000000000e+00 4.5312500000e-01 7.2804533650e-01
0.0000000000e+00 4.6875000000e-01 7.5524673884e-01
0.0000000000e+00 4.8437500000e-01 7.8267877371e-01
0.0000000000e+00 5.0000000000e-01 8.1035262823e-01
0.0000000000e+00 5.1562500000e-01 8.3827999949e-01
0.0000000000e+00 5.3125000000e-01 8.6647314877e-01
0.0000000000e+00 5.4687500000e-01 8.9494496284e-01
0.0000000000e+00 5.6250000000e-01 9.2370902364e-01
0.0000000000e+00 5.7812500000e-01 9.5277968780e-01
0.0000000000e+00 5.9375000000e-01 9.8217217777e-01
0.0000000000e+00 6.0937500000e-01 1.0119026868e+00
0.0000000000e+00 6.2500000000e-01 1.0419885006e+00
0.0000000000e+00 6.4062500000e-01 1.0724481390e+00
0.0000000000e+00 6.5625000000e-01 1.1033015221e+00
0.0000000000e+00 6.7187500000e-01 1.1345701660e+00
0.0000000000e+00 6.8750000000e-01 1.1662774161e+00
0.0000000000e+00 7.0312500000e-01 1.1984487259e+00
0.0000000000e+00 7.1875000000e-01 1.2311119946e+00
0.0000000000e+00 7.3437500000e-01 1.2642979781e+00
0.0000000000e+00 7.5000000000e-01 1.2980407971e+00
0.0000000000e+00 7.6562500000e-01 1.3323785696e+00
0.0000000000e+00 7.8125000000e-01 1.3673542112e+00
0.0000000000e+00 7.9687500000e-01 1.4030164606e+00
0.0000000000e+00 8.1250000000e-01 1.4394212179e+00
0.0000000000e+00 8.2812500000e-01 1.4766333217e+00
0.0000000000e+00 8.4375000000e-01 1.5147289627e+00
0.0000000000e+00 8.5937500000e-01 1.5537990453e+00
0.0000000000e+00 8.7500000000e-01 1.5939540122e+00
0.0000000000e+00 8.9062500000e-01 1.6353310176e+00
0.0000000000e+00 9.0625000000e-01 1.6781050686e+00
0.0000000000e+00 9.2187500000e-01 1.7225072725e+00
0.0000000000e+00 9.3750000000e-01 1.7688567819e+00
0.0000000000e+00 9.5312500000e-01 1.8176215576e+00
0.0000000000e+00 9.6875000000e-01 1.8695463799e+00
0.0000000000e+00 9.8437500000e-01 1.9259569417e+00
0.0000000000e+00 1.0000000000e+00 1.9895833333e+00

1.5625000000e-02 0.0000000000e+00 0.0000000000e+00
1.5625000000e-02 1.5625000000e-02 2.4156938780e-02
1.5625000000e-02 3.1250000000e-02 4.8320333594e-02
1.5625000000e-02 4.6875000000e-02 7.2496646547e-02
1.5625000000e-02 6.2500000000e-02 9.6692351925e-02
1.5625000000e-02 7.8125000000e-02 1.2091394238e-01
1.5625000000e-02 9.3750000000e-02 1.4516793522e-01
1.5625000000e-02 1.0937500000e-01 1.6946087888e-01
1.5625000000e-02 1.2500000000e-01 1.9379935954e-01
1.5625000000e-02 1.4062500000e-01 2.1819000803e-01
1.5625000000e-02 1.5625000000e-01 2.4263950697e-01
1.5625000000e-02 1.7187500000e-01 2.6715459829e-01
1.5625000000e-02 1.8750000000e-01 2.9174209109e-01
1.5625000000e-02 2.0312500000e-01 3.1640886995e-01
1.5625000000e-02 2.1875000000e-01 3.4116190375e-01
1.5625000000e-02 2.3437500000e-01 3.6600825501e-01
1.5625000000e-02 2.5000000000e-01 3.9095508993e-01
1.5625000000e-02 2.6562500000e-01 4.1600968910e-01
1.5625000000e-02 2.8125000000e-01 4.4117945897e-01
1.5625000000e-02 2.9687500000e-01 4.6647194433e-01
1.5625000000e-02 3.1250000000e-01 4.9189484168e-01
1.5625000000e-02 3.2812500000e-01 5.1745601380e-01
1.5625000000e-02 3.4375000000e-01 5.4316350555e-01
1.5625000000e-02 3.5937500000e-01 5.6902556113e-01
1.5625000000e-02 3.7500000000e-01 5.9505064293e-01
1.5625000000e-02 3.9062500000e-01 6.2124745218e-01
1.5625000000e-02 4.0625000000e-01 6.4762495160e-01
1.5625000000e-02 4.2187500000e-01 6.7419239052e-01
1.5625000000e-02 4.3750000000e-01 7.0095933239e-01
1.5625000000e-02 4.5312500000e-01 7.2793568553e-01
1.5625000000e-02 4.6875000000e-01 7.5513173709e-01
1.5625000000e-02 4.8437500000e-01 7.8255819104e-01
1.5625000000e-02 5.0000000000e-01 8.1022621068e-01
1.5625000000e-02 5.1562500000e-01 8.3814746625e-01
1.5625000000e-02 5.3125000000e-01 8.6633418865e-01
1.5625000000e-02 5.4687500000e-01 8.9479923019e-01
1.5625000000e-02 5.6250000000e-01 9.2355613351e-01
1.5625000000e-02 5.7812500000e-01 9.5261921021e-01
1.5625000000e-02 5.9375000000e-01 9.8200363091e-01
1.5625000000e-02 6.0937500000e-01 1.0117255289e+00
1.5625000000e-02 6.2500000000e-01 1.0418021201e+00
1.5625000000e-02 6.4062500000e-01 1.0722518426e+00
1.5625000000e-02 6.5625000000e-01 1.1030945203e+00
1.5625000000e-02 6.7187500000e-01 1.1343515550e+00
1.5625000000e-02 6.8750000000e-01 1.1660461555e+00
1.5625000000e-02 7.0312500000e-01 1.1982036104e+00
1.5625000000e-02 7.1875000000e-01 1.2308516183e+00
1.5625000000e-02 7.3437500000e-01 1.2640206885e+00
1.5625000000e-02 7.5000000000e-01 1.2977446349e+00
1.5625000000e-02 7.6562500000e-01 1.3320611891e+00
1.5625000000e-02 7.8125000000e-01 1.3670127736e+00
1.5625000000e-02 7.9687500000e-01 1.4026474875e+00
1.5625000000e-02 8.1250000000e-01 1.4390203864e+00
1.5625000000e-02 8.2812500000e-01 1.4761951711e+00
1.5625000000e-02 8.4375000000e-01 1.5142464631e+00
1.5625000000e-02 8.5937500000e-01 1.5532629432e+00
1.5625000000e-02 8.7500000000e-01 1.5933517989e+00
1.5625000000e-02 8.9062500000e-01 1.6346452346e+00
1.5625000000e-02 9.0625000000e-01 1.6773103714e+00
1.5625000000e-02 9.2187500000e-01 1.7215650189e+00
1.5625000000e-02 9.3750000000e-01 1.7677042710e+00
1.5625000000e-02 9.5312500000e-01 1.8161486230e+00
1.5625000000e-02 9.6875000000e-01 1.8675389031e+00
1.5625000000e-02 9.8437500000e-01 1.9229441760e+00
1.5625000000e-02 1.0000000000e+00 1.9843750000e+00

3.1250000000e-02 0.0000000000e+00 0.0000000000e+00
