0 1
0.0322581 1.0102
0.0645161 1.02144
0.0967742 1.03371
0.129032 1.04703
0.16129 1.06139
0.193548 1.0768
0.225806 1.09324
0.258065 1.11072
0.290323 1.12924
0.322581 1.1488
0.354839 1.16941
0.387097 1.19105
0.419355 1.21374
0.451613 1.23746
0.483871 1.26223
0.516129 1.28803
0.548387 1.31488
0.580645 1.34277
0.612903 1.3717
0.645161 1.40166
0.677419 1.43267
0.709677 1.46472
0.741935 1.49781
0.774194 1.53195
0.806452 1.56712
0.83871 1.60333
0.870968 1.64058
0.903226 1.67888
0.935484 1.71821
0.967742 1.75858
1 0.9
