0.0000000e+00  0.0000000e+00  1.0000000e+00
2.0000000e-01  1.9866667e-01  9.8006667e-01
4.0000000e-01  3.8941316e-01  9.2106223e-01
6.0000000e-01  5.6463522e-01  8.2533897e-01
8.0000000e-01  7.1734750e-01  6.9671302e-01
1.0000000e+00  8.4146202e-01  5.4031217e-01
1.2000000e+00  9.3203090e-01  3.6237149e-01
1.4000000e+00  9.8544355e-01  1.6998475e-01
1.6000000e+00  9.9957068e-01  -2.9178399e-02
1.8000000e+00  9.7384913e-01  -2.2717815e-01
2.0000000e+00  9.0930434e-01  -4.1612109e-01
2.2000000e+00  8.0850949e-01  -5.8847488e-01
2.4000000e+00  6.7548286e-01  -7.3736850e-01
2.6000000e+00  5.1552769e-01  -8.5686621e-01
2.8000000e+00  3.3502075e-01  -9.4220418e-01
3.0000000e+00  1.4115811e-01  -9.8998036e-01
3.2000000e+00  -5.8331744e-02  -9.9829017e-01
3.4000000e+00  -2.5549598e-01  -9.6680234e-01
3.6000000e+00  -4.4247449e-01  -8.9677222e-01
3.8000000e+00  -6.1181324e-01  -7.9099162e-01
4.0000000e+00  -7.5676144e-01  -6.5367763e-01
4.2000000e+00  -8.7154061e-01  -4.9030438e-01
4.4000000e+00  -9.5157504e-01  -3.0738491e-01
4.6000000e+00  -9.9367411e-01  -1.1221146e-01
4.8000000e+00  -9.9615955e-01  8.7435209e-02
5.0000000e+00  -9.5893231e-01  2.8359603e-01
5.2000000e+00  -8.8347652e-01  4.6845090e-01
5.4000000e+00  -7.7280031e-01  6.3463045e-01
5.6000000e+00  -6.3131590e-01  7.7550981e-01
5.8000000e+00  -4.6466372e-01  8.8547274e-01
6.0000000e+00  -2.7948751e-01  9.6013551e-01
6.2000000e+00  -8.3169469e-02  9.9652166e-01
6.4000000e+00  1.1646401e-01  9.9318066e-01
6.6000000e+00  3.1145439e-01  9.5024575e-01
6.8000000e+00  4.9402822e-01  8.6942858e-01
7.0000000e+00  6.5690707e-01  7.5395103e-01
