3.9331273e+00  3.9775802e-01  -9.1850429e-02  2.6922867e-01
3.7430958e+00  7.6348930e-01  -1.8244436e-01  2.5544372e-01
3.4701643e+00  1.0622866e+00  -2.6720890e-01  2.3387712e-01
3.1580642e+00  1.2880821e+00  -3.4476011e-01  2.0625452e-01
2.8357907e+00  1.4501335e+00  -4.1562458e-01  1.7375512e-01
2.5192918e+00  1.5606272e+00  -4.8073256e-01  1.3702261e-01
2.2167505e+00  1.6303492e+00  -5.4086070e-01  9.6380880e-02
1.9321077e+00  1.6679677e+00  -5.9653494e-01  5.1986318e-02
1.6669871e+00  1.6802823e+00  -6.4805786e-01  3.9136290e-03
1.4217255e+00  1.6726182e+00  -6.9555415e-01  -4.7795765e-02
1.1959382e+00  1.6491674e+00  -7.3900956e-01  -1.0310431e-01
9.8884100e-01  1.6132518e+00  -7.7830086e-01  -1.6195853e-01
7.9943857e-01  1.5675208e+00  -8.1321890e-01  -2.2427421e-01
6.2663795e-01  1.5140974e+00  -8.4348711e-01  -2.8992439e-01
4.6931786e-01  1.4546899e+00  -8.6877762e-01  -3.5872917e-01
3.2637108e-01  1.3906753e+00  -8.8872607e-01  -4.3044683e-01
1.9673031e-01  1.3231648e+00  -9.0294634e-01  -5.0476635e-01
7.9383368e-02  1.2530543e+00  -9.1104560e-01  -5.8130152e-01
-2.6618401e-02  1.1810645e+00  -9.1264010e-01  -6.5958683e-01
-1.2215610e-01  1.1077725e+00  -9.0737164e-01  -7.3907569e-01
-2.0804213e-01  1.0336378e+00  -8.9492473e-01  -8.1914136e-01
-2.8502092e-01  9.5902279e-01  -8.7504396e-01  -8.9908082e-01
-3.5377071e-01  8.8420972e-01  -8.4755116e-01  -9.7812213e-01
-4.1490616e-01  8.0941466e-01  -8.1236152e-01  -1.0554353e+00
-4.6898122e-01  7.3479892e-01  -7.6949817e-01  -1.1301465e+00
-5.1649222e-01  6.6047860e-01  -7.1910410e-01  -1.2013560e+00
-5.5788097e-01  5.8653254e-01  -6.6145075e-01  -1.2681586e+00
-5.9353777e-01  5.1300900e-01  -5.9694258e-01  -1.3296660e+00
-6.2380426e-01  4.3993126e-01  -5.2611693e-01  -1.3850316e+00
-6.4897612e-01  3.6730244e-01  -4.4963885e-01  -1.4334741e+00
-6.6930549e-01  2.9510954e-01  -3.6829092e-01  -1.4743010e+00
-6.8500321e-01  2.2332698e-01  -2.8295813e-01  -1.5069297e+00
-6.9624076e-01  1.5191968e-01  -1.9460851e-01  -1.5309058e+00
-7.0315202e-01  8.0845692e-02  -1.0427025e-01  -1.5459162e+00
-7.0583472e-01  1.0058695e-02  -1.3006388e-02  -1.5517982e+00
-7.0435172e-01  -6.0489863e-02  7.8111674e-02  -1.5485430e+00
-6.9873197e-01  -1.3084870e-01  1.6803066e-01  -1.5362933e+00
-6.8897131e-01  -2.0106476e-01  2.5574054e-01  -1.5153366e+00
-6.7503299e-01  -2.7118131e-01  3.4029734e-01  -1.4860927e+00
-6.5684809e-01  -3.4123602e-01  4.2084248e-01  -1.4490980e+00
-6.3431558e-01  -4.1125900e-01  4.9661829e-01  -1.4049869e+00
-6.0730232e-01  -4.8127073e-01  5.6697906e-01  -1.3544710e+00
-5.7564285e-01  -5.5127984e-01  6.3139756e-01  -1.2983173e+00
-5.3913901e-01  -6.2128060e-01  6.8946729e-01  -1.2373269e+00
-4.9755942e-01  -6.9125025e-01  7.4090073e-01  -1.1723142e+00
-4.5063895e-01  -7.6114584e-01  7.8552401e-01  -1.1040889e+00
-3.9807798e-01  -8.3090077e-01  8.2326881e-01  -1.0334385e+00
-3.3954172e-01  -9.0042070e-01  8.5416200e-01  -9.6111506e-01
-2.7465960e-01  -9.6957888e-01  8.7831382e-01  -8.8782359e-01
-2.0302469e-01  -1.0382107e+00  8.9590509e-01  -8.1421392e-01
-1.2419342e-01  -1.1061074e+00  9.0717412e-01  -7.4087482e-01
-3.7685565e-02  -1.1730085e+00  9.1240376e-01  -6.6833074e-01
5.7015147e-02  -1.2385931e+00  9.1190894e-01  -5.9704065e-01
1.6045970e-01  -1.3024696e+00  9.0602502e-01  -5.2739880e-01
2.7323131e-01  -1.3641631e+00  8.9509702e-01  -4.5973701e-01
3.9594145e-01  -1.4231010e+00  8.7946994e-01  -3.9432811e-01
5.2922356e-01  -1.4785955e+00  8.5948005e-01  -3.3139040e-01
6.7372380e-01  -1.5298220e+00  8.3544711e-01  -2.7109273e-01
8.3008744e-01  -1.5757938e+00  8.0766739e-01  -2.1356005e-01
9.9893913e-01  -1.6153308e+00  7.7640719e-01  -1.5887932e-01
1.1808545e+00  -1.6470216e+00  7.4189667e-01  -1.0710560e-01
1.3763192e+00  -1.6691756e+00  7.0432352e-01  -5.8268416e-02
1.5856694e+00  -1.6797655e+00  6.6382592e-01  -1.2378500e-02
1.8090049e+00  -1.6763541e+00  6.2048435e-01  3.0564949e-02
2.0460606e+00  -1.6560044e+00  5.7431102e-01  7.0565867e-02
2.2960127e+00  -1.6151680e+00  5.2523602e-01  1.0762101e-01
2.5571820e+00  -1.5495516e+00  4.7308854e-01  1.4170616e-01
2.8265710e+00  -1.4539686e+00  4.1757142e-01  1.7275624e-01
3.0991270e+00  -1.3222070e+00  3.5822833e-01  2.0063440e-01
3.3665638e+00  -1.1470205e+00  2.9440725e-01  2.2508181e-01
3.6155181e+00  -9.2054830e-01  2.2524187e-01  2.4563487e-01
3.8249794e+00  -6.3597893e-01  1.4972853e-01  2.6149657e-01
3.9641522e+00  -2.9225975e-01  6.7120506e-02  2.7138877e-01
3.9961526e+00  9.6208683e-02  -2.1971003e-02  2.7359540e-01
3.8974059e+00  4.9080214e-01  -1.1405741e-01  2.6670634e-01
3.6829673e+00  8.4240945e-01  -2.0354573e-01  2.5087745e-01
3.3970447e+00  1.1232636e+00  -2.8658906e-01  2.2770589e-01
3.0804205e+00  1.3325783e+00  -3.6244559e-01  1.9882185e-01
2.7584516e+00  1.4810881e+00  -4.3183688e-01  1.6525702e-01
2.4447768e+00  1.5808307e+00  -4.9568093e-01  1.2755942e-01
2.1463063e+00  1.6420851e+00  -5.5469484e-01  8.6001589e-02
1.8662889e+00  1.6730337e+00  -6.0934662e-01  4.0714179e-02
1.6059660e+00  1.6800849e+00  -6.5989187e-01  -8.2396413e-03
1.3654602e+00  1.6682621e+00  -7.0641852e-01  -6.0821606e-02
1.1442673e+00  1.6415259e+00  -7.4888357e-01  -1.1699190e-01
9.4153830e-01  1.6030199e+00  -7.8714116e-01  -1.7669083e-01
7.5624601e-01  1.5552545e+00  -8.2096426e-01  -2.3982491e-01
5.8728551e-01  1.5002437e+00  -8.5006254e-01  -3.0625528e-01
4.3353576e-01  1.4396089e+00  -8.7409796e-01  -3.7578787e-01
2.9389729e-01  1.3746575e+00  -8.9269956e-01  -4.4816486e-01
1.6731503e-01  1.3064446e+00  -9.0547819e-01  -5.2305759e-01
5.2791530e-02  1.2358204e+00  -9.1204174e-01  -6.0006096e-01
-5.0605779e-02  1.1634684e+00  -9.1201108e-01  -6.7868999e-01
-1.4374144e-01  1.0899350e+00  -9.0503674e-01  -7.5837854e-01
-2.2741134e-01  1.0156547e+00  -8.9081614e-01  -8.3848097e-01
-3.0234372e-01  9.4096893e-01  -8.6911096e-01  -9.1827683e-01
-3.6920122e-01  8.6614293e-01  -8.3976412e-01  -9.9697904e-01
-4.2858357e-01  7.9137851e-01  -8.0271565e-01  -1.0737456e+00
-4.8103053e-01  7.1682528e-01  -7.5801661e-01  -1.1476946e+00
-5.2702498e-01  6.4258966e-01  -7.0584034e-01  -1.2179231e+00
-5.6699603e-01  5.6874253e-01  -6.4649015e-01  -1.2835278e+00
-6.0132198e-01  4.9532565e-01  -5.8040278e-01  -1.3436283e+00
-6.3033315e-01  4.2235701e-01  -5.0814704e-01  -1.3973914e+00
-6.5431447e-01  3.4983550e-01  -4.3041750e-01  -1.4440553e+00
-6.7350792e-01  2.7774477e-01  -3.4802301e-01  -1.4829521e+00
-6.8811468e-01  2.0605668e-01  -2.6187053e-01  -1.5135288e+00
-6.9829699e-01  1.3473426e-01  -1.7294481e-01  -1.5353639e+00
-7.0417990e-01  6.3734295e-02  -8.2284841e-02  -1.5481800e+00
-7.0585260e-01  -6.9902749e-03  9.0418615e-03  -1.5518514e+00
-7.0336969e-01  -7.7488224e-02  9.9965885e-02  -1.5464064e+00
-6.9675205e-01  -1.4780802e-01  1.8944216e-01  -1.5320235e+00
-6.8598763e-01  -2.1799589e-01  2.7647462e-01  -1.5090232e+00
-6.7103189e-01  -2.8809392e-01  3.6013827e-01  -1.4778551e+00
-6.5180814e-01  -3.5813816e-01  4.3959763e-01  -1.4390812e+00
-6.2820762e-01  -4.2815657e-01  5.1412122e-01  -1.3933565e+00
-6.0008941e-01  -4.9816701e-01  5.8309148e-01  -1.3414078e+00
-5.6728020e-01  -5.6817485e-01  6.4601029e-01  -1.2840122e+00
-5.2957386e-01  -6.3817053e-01  7.0250018e-01  -1.2219761e+00
-4.8673094e-01  -7.0812671e-01  7.5230164e-01  -1.1561143e+00
-4.3847802e-01  -7.7799509e-01  7.9526714e-01  -1.0872326e+00
-3.8450707e-01  -8.4770275e-01  8.3135233e-01  -1.0161110e+00
-3.2447472e-01  -9.1714798e-01  8.6060537e-01  -9.4349114e-01
-2.5800167e-01  -9.8619545e-01  8.8315470e-01  -8.7006548e-01
-1.8467216e-01  -1.0546705e+00  8.9919622e-01  -7.9646951e-01
-1.0403376e-01  -1.1223526e+00  9.0898018e-01  -7.2327667e-01
-1.5597455e-02  -1.1889676e+00  9.1279828e-01  -6.5099564e-01
8.1161550e-02  -1.2541785e+00  9.1097142e-01  -5.8006963e-01
1.8680230e-01  -1.3175749e+00  9.0383824e-01  -5.1087757e-01
3.0191528e-01  -1.3786597e+00  8.9174461e-01  -4.4373668e-01
4.2711792e-01  -1.4368342e+00  8.7503418e-01  -3.7890619e-01
5.6304774e-01  -1.4913798e+00  8.5403991e-01  -3.1659197e-01
7.1035211e-01  -1.5414351e+00  8.2907651e-01  -2.5695177e-01
8.6967344e-01  -1.5859701e+00  8.0043360e-01  -2.0010081e-01
1.0416275e+00  -1.6237526e+00  7.6836933e-01  -1.4611777e-01
1.2267727e+00  -1.6533084e+00  7.3310419e-01  -9.5050959e-02
1.4255647e+00  -1.6728716e+00  6.9481461e-01  -4.6924742e-02
1.6382920e+00  -1.6803233e+00  6.5362566e-01  -1.7463583e-03
1.8649802e+00  -1.6731146e+00  6.0960242e-01  4.0486573e-02
2.1052502e+00  -1.6481719e+00  5.6273870e-01  7.9777302e-02
2.3581039e+00  -1.6017803e+00  5.1294220e-01  1.1611896e-01
2.6215946e+00  -1.5294447e+00  4.6001421e-01  1.4947962e-01
2.8923096e+00  -1.4257410e+00  4.0362244e-01  1.7978026e-01
3.1645454e+00  -1.2841995e+00  3.4326658e-01  2.0686017e-01
3.4289888e+00  -1.0973596e+00  2.7824294e-01  2.3042027e-01
3.6706870e+00  -8.5738462e-01  2.0763824e-01  2.4993010e-01
3.8663817e+00  -5.5825255e-01  1.3045492e-01  2.6448864e-01
3.9830368e+00  -2.0156822e-01  4.6139339e-02  2.7269153e-01
3.9844854e+00  1.9280208e-01  -4.4120052e-02  2.7279155e-01
3.8548082e+00  5.8117892e-01  -1.3609297e-01  2.6365663e-01
3.6187369e+00  9.1703847e-01  -2.2424645e-01  2.4588616e-01
3.3222461e+00  1.1800014e+00  -3.0553637e-01  2.2120771e-01
3.0025510e+00  1.3735117e+00  -3.7974657e-01  1.9112193e-01
2.6816575e+00  1.5091979e+00  -4.4772021e-01  1.5652305e-01
2.3711948e+00  1.5987932e+00  -5.1034272e-01  1.1787607e-01
2.0769755e+00  1.6520585e+00  -5.6826994e-01  7.5409829e-02
1.8016501e+00  1.6767116e+00  -6.2191440e-01  2.9233450e-02
1.5461279e+00  1.6787929e+00  -6.7148736e-01  -2.0599008e-02
1.3103453e+00  1.6630427e+00  -7.1704217e-01  -7.4050933e-02
1.0936947e+00  1.6332048e+00  -7.5850870e-01  -1.3107918e-01
8.9527181e-01  1.5922551e+00  -7.9571972e-01  -1.9161708e-01
7.1402330e-01  1.5425732e+00  -8.2843139e-01  -2.5556117e-01
5.4883582e-01  1.4860698e+00  -8.5634049e-01  -3.2276013e-01
3.9859075e-01  1.4242840e+00  -8.7909969e-01  -3.9300525e-01
2.6219767e-01  1.3584575e+00  -8.9633229e-01  -4.6602219e-01
1.3861447e-01  1.2895918e+00  -9.0764699e-01  -5.4146430e-01
2.6858880e-02  1.2184939e+00  -9.1265333e-01  -6.1890746e-01
-7.3985443e-02  1.1458115e+00  -9.1097778e-01  -6.9784709e-01
-1.6476646e-01  1.0720621e+00  -9.0228059e-01  -7.7769763e-01
-2.4626358e-01  9.9765604e-01  -8.8627310e-01  -8.5779483e-01
-3.1918901e-01  9.2291502e-01  -8.6273506e-01  -9.3740127e-01
-3.8418995e-01  8.4808780e-01  -8.3153143e-01  -1.0157154e+00
-4.4185139e-01  7.7336270e-01  -7.9262784e-01  -1.0918841e+00
-4.9269906e-01  6.9887813e-01  -7.4610393e-01  -1.1650186e+00
-5.3720261e-01  6.2473127e-01  -6.9216386e-01  -1.2342138e+00
-5.7577860e-01  5.5098545e-01  -6.3114299e-01  -1.2985698e+00
-6.0879351e-01  4.7767621e-01  -5.6351023e-01  -1.3572153e+00
-6.3656647e-01  4.0481655e-01  -4.8986552e-01  -1.4093322e+00
-6.5937185e-01  3.3240134e-01  -4.1093222e-01  -1.4541792e+00
-6.7744160e-01  2.6041109e-01  -3.2754451e-01  -1.4911146e+00
-6.9096731e-01  1.8881527e-01  -2.4063012e-01  -1.5196155e+00
-7.0010214e-01  1.1757517e-01  -1.5118916e-01  -1.5392942e+00
-7.0496233e-01  4.6646444e-02  -6.0269911e-02  -1.5499096e+00
-7.0562865e-01  -2.4018574e-02  3.1057221e-02  -1.5513731e+00
-7.0214747e-01  -9.4468765e-02  1.2172632e-01  -1.5437496e+00
-6.9453169e-01  -1.6475223e-01  2.1070197e-01  -1.5272530e+00
-6.8276136e-01  -2.3491438e-01  2.9700335e-01  -1.5022363e+00
-6.6678417e-01  -3.0499602e-01  3.7972552e-01  -1.4691777e+00
-6.4651570e-01  -3.7503142e-01  4.5805693e-01  -1.4286637e+00
-6.2183944e-01  -4.4504633e-01  5.3129284e-01  -1.3813683e+00
-5.9260668e-01  -5.1505579e-01  5.9884417e-01  -1.3280327e+00
-5.5863624e-01  -5.8506183e-01  6.6024196e-01  -1.2694430e+00
-5.1971400e-01  -6.5505086e-01  7.1513758e-01  -1.2064091e+00
-4.7559237e-01  -7.2499079e-01  7.6329921e-01  -1.1397456e+00
-4.2598966e-01  -7.9482774e-01  8.0460509e-01  -1.0702531e+00
-3.7058936e-01  -8.6448225e-01  8.3903425e-01  -9.9870374e-01
-3.0903949e-01  -9.3384499e-01  8.6665536e-01  -9.2582803e-01
-2.4095201e-01  -1.0027717e+00  8.8761435e-01  -8.5230528e-01
-1.6590230e-01  -1.0710772e+00  9.0212142e-01  -7.7875640e-01
-8.3429076e-02  -1.1385289e+00  9.1043797e-01  -7.0573939e-01
6.9653898e-03  -1.2048384e+00  9.1286388e-01  -6.3374710e-01
1.0581435e-01  -1.2696520e+00  9.0972531e-01  -5.6320708e-01
2.1368475e-01  -1.3325396e+00  9.0136359e-01  -4.9448307e-01
3.3117405e-01  -1.3929812e+00  8.8812487e-01  -4.2787793e-01
4.5890528e-01  -1.4503509e+00  8.7035097e-01  -3.6363757e-01
5.9751941e-01  -1.5038979e+00  8.4837111e-01  -3.0195575e-01
7.4766421e-01  -1.5527229e+00  8.2249456e-01  -2.4297942e-01
9.0997794e-01  -1.5957502e+00  7.9300390e-01  -1.8681443e-01
1.0850658e+00  -1.6316933e+00  7.6014876e-01  -1.3353157e-01
1.2734661e+00  -1.6590126e+00  7.2413964e-01  -8.3172763e-02
1.4756013e+00  -1.6758632e+00  6.8514126e-01  -3.5757594e-02
1.6917065e+00  -1.6800301e+00  6.4326511e-01  8.7097406e-03
1.9217249e+00  -1.6688473e+00  5.9856021e-01  5.0232699e-02
2.1651511e+00  -1.6390982e+00  5.5100113e-01  8.8813210e-02
2.4207942e+00  -1.5868930e+00  5.0047200e-01  1.2443994e-01
2.6864104e+00  -1.5075259e+00  4.4674467e-01  1.5707197e-01
2.9581250e+00  -1.3953284e+00  3.8944970e-01  1.8661439e-01
3.2295080e+00  -1.2435749e+00  3.2804062e-01  2.1287941e-01
3.4901022e+00  -1.0446216e+00  2.6176137e-01  2.3552238e-01
3.7232045e+00  -7.9077424e-01  1.8965781e-01  2.5393774e-01
3.9031941e+00  -4.7712624e-01  1.1076691e-01  2.6711167e-01
3.9951208e+00  -1.0859244e-01  2.4805141e-02  2.7351979e-01
3.9649695e+00  2.8902998e-01  -6.6367809e-02  2.7144111e-01
3.8059343e+00  6.6831096e-01  -1.5788192e-01  2.6010001e-01
3.5510774e+00  9.8727926e-01  -2.4452494e-01  2.4049692e-01
3.2462027e+00  1.2326423e+00  -3.2405952e-01  2.1440066e-01
2.9246906e+00  1.4110650e+00  -3.9667742e-01  1.8316460e-01
2.6055282e+00  1.5346229e+00  -4.6328648e-01  1.4755829e-01
2.2986030e+00  1.6146429e+00  -5.2472612e-01  1.0797514e-01
2.0087813e+00  1.6603698e+00  -5.8159091e-01  6.4606958e-02
1.7381955e+00  1.6790799e+00  -6.3424058e-01  1.7544977e-02
1.4874664e+00  1.6764679e+00  -6.8284463e-01  -3.3163717e-02
1.2563687e+00  1.6570090e+00  -7.2742381e-01  -8.7482793e-02
