6.4758172e-319 1.0000000e+00 0.0000000e+00 5.0000000e-01 0.0000000e+001.0000000e+00 0.0000000e+00
3.7500000e-02  1.0000004e+00 4.7161604e-05 5.0210789e-01 1.1234175e-01 9.9936725e-01 -3.3743671e-02 5.0210829e-01 5.0210977e-01
7.5000000e-02  1.0000070e+00 3.7248609e-04 5.0841378e-01 2.2373523e-01 9.9746970e-01 -6.7449376e-02 5.0842011e-01 5.0842601e-01
1.1250000e-01  1.0000350e+00 1.2284627e-03 5.1886437e-01 3.3323613e-01 9.9430949e-01 -1.0107915e-01 5.1889596e-01 5.1890913e-01
1.5000000e-01  1.0001084e+00 2.8192734e-03 5.3337112e-01 4.3990888e-01 9.8989019e-01 -1.3459506e-01 5.3346899e-01 5.3349213e-01
1.8750000e-01  1.0002574e+00 5.2835931e-03 5.5181065e-01 5.4283267e-01 9.8421676e-01 -1.6795916e-01 5.5204374e-01 5.5207934e-01
2.2500000e-01  1.0005164e+00 8.6841439e-03 5.7402544e-01 6.4110898e-01 9.7729562e-01 -2.0113357e-01 5.7449492e-01 5.7454521e-01
2.6250000e-01  1.0009203e+00 1.3004146e-02 5.9982484e-01 7.3387023e-01 9.6913459e-01 -2.3408042e-01 6.0066644e-01 6.0073335e-01
3.0000000e-01  1.0015021e+00 1.8149844e-02 6.2898638e-01 8.2028905e-01 9.5974291e-01 -2.6676190e-01 6.3037107e-01 6.3045621e-01
3.3750000e-01  1.0022898e+00 2.3957679e-02 6.6125746e-01 8.9958768e-01 9.4913124e-01 -2.9914026e-01 6.6339073e-01 6.6349530e-01
3.7500000e-01  1.0033044e+00 3.0204525e-02 6.9635740e-01 9.7104684e-01 9.3731165e-01 -3.3117782e-01 6.9947742e-01 6.9960226e-01
4.1250000e-01  1.0045573e+00 3.6619480e-02 7.3397975e-01 1.0340138e+00 9.2429763e-01 -3.6283697e-01 7.3835485e-01 7.3850035e-01
4.5000000e-01  1.0060491e+00 4.2896070e-02 7.7379496e-01 1.0879092e+00 9.1010407e-01 -3.9408021e-01 7.7972052e-01 7.7988667e-01
4.8750000e-01  1.0077686e+00 4.8704014e-02 8.1545321e-01 1.1322332e+00 8.9474728e-01 -4.2487016e-01 8.2324830e-01 8.2343464e-01
5.2500000e-01  1.0096918e+00 5.3700086e-02 8.5858752e-01 1.1665701e+00 8.7824494e-01 -4.5516957e-01 8.6859128e-01 8.6879691e-01
5.6250000e-01  1.0117816e+00 5.7537809e-02 9.0281694e-01 1.1905916e+00 8.6061616e-01 -4.8494134e-01 9.1538485e-01 9.1560843e-01
6.0000000e-01  1.0139884e+00 5.9875948e-02 9.4774989e-01 1.2040601e+00 8.4188140e-01 -5.1414856e-01 9.6325005e-01 9.6348980e-01
6.3750000e-01  1.0162495e+00 6.0385815e-02 9.9298761e-01 1.2068298e+00 8.2206253e-01 -5.4275451e-01 1.0117969e+00 1.0120506e+00
6.7500000e-01  1.0184905e+00 5.8757515e-02 1.0381276e+00 1.1988481e+00 8.0118278e-01 -5.7072273e-01 1.0606279e+00 1.0608931e+00
7.1250000e-01  1.0206260e+00 5.4705231e-02 1.0827672e+00 1.1801548e+00 7.7926675e-01 -5.9801699e-01 1.1093418e+00 1.1096153e+00
7.5000000e-01  1.0225599e+00 4.7971667e-02 1.1265069e+00 1.1508822e+00 7.5634038e-01 -6.2460139e-01 1.1575365e+00 1.1578152e+00
7.8750000e-01  1.0241875e+00 3.8331766e-02 1.1689538e+00 1.1112528e+00 7.3243097e-01 -6.5044034e-01 1.2048132e+00 1.2050934e+00
8.2500000e-01  1.0253960e+00 2.5595770e-02 1.2097252e+00 1.0615774e+00 7.0756712e-01 -6.7549863e-01 1.2507799e+00 1.2510577e+00
8.6250000e-01  1.0260665e+00 9.6117119e-03 1.2484514e+00 1.0022518e+00 6.8177876e-01 -6.9974146e-01 1.2950541e+00 1.2953253e+00
9.0000000e-01  1.0260749e+00 -9.7326189e-03 1.2847793e+00 9.3375327e-01 6.5509713e-01 -7.2313450e-01 1.3372668e+00 1.3375271e+00
9.3750000e-01  1.0252936e+00 -3.2508186e-02 1.3183751e+00 8.5663587e-01 6.2755472e-01 -7.4564392e-01 1.3770654e+00 1.3773104e+00
9.7500000e-01  1.0235935e+00 -5.8743659e-02 1.3489271e+00 7.7152576e-01 5.9918530e-01 -7.6723642e-01 1.4141169e+00 1.4143419e+00
1.0125000e+00  1.0208448e+00 -8.8424792e-02 1.3761482e+00 6.7911535e-01 5.7002386e-01 -7.8787936e-01 1.4481103e+00 1.4483107e+00
1.0500000e+00  1.0169192e+00 -1.2149418e-01 1.3997788e+00 5.8015717e-01 5.4010662e-01 -8.0754071e-01 1.4787599e+00 1.4789312e+00
1.0875000e+00  1.0116916e+00 -1.5785144e-01 1.4195882e+00 4.7545718e-01 5.0947097e-01 -8.2618919e-01 1.5058075e+00 1.5059452e+00
1.1250000e+00  1.0050410e+00 -1.9735366e-01 1.4353769e+00 3.6586761e-01 4.7815547e-01 -8.4379429e-01 1.5290243e+00 1.5291240e+00
1.1625000e+00  9.9685300e-01 -2.3981631e-01 1.4469782e+00 2.5227941e-01 4.4619981e-01 -8.6032636e-01 1.5482135e+00 1.5482710e+00
1.2000000e+00  9.8702057e-01 -2.8501440e-01 1.4542594e+00 1.3561430e-01 4.1364477e-01 -8.7575664e-01 1.5632115e+00 1.5632231e+00
1.2375000e+00  9.7544600e-01 -3.3268398e-01 1.4571226e+00 1.6816584e-02 3.8053219e-01 -8.9005736e-01 1.5738897e+00 1.5738517e+00
1.2750000e+00  9.6204212e-01 -3.8252389e-01 1.4555059e+00 -1.0315534e-01 3.4690492e-01 -9.0320179e-01 1.5801555e+00 1.5800647e+00
1.3125000e+00  9.4673375e-01 -4.3419786e-01 1.4493833e+00 -2.2333757e-01 3.1280683e-01 -9.1516432e-01 1.5819530e+00 1.5818068e+00
1.3500000e+00  9.2945895e-01 -4.8733677e-01 1.4387650e+00 -3.4276951e-01 2.7828268e-01 -9.2592051e-01 1.5792641e+00 1.5790601e+00
1.3875000e+00  9.1017016e-01 -5.4154117e-01 1.4236969e+00 -4.6050264e-01 2.4337816e-01 -9.3544720e-01 1.5721083e+00 1.5718447e+00
1.4250000e+00  8.8883536e-01 -5.9638400e-01 1.4042601e+00 -5.7560938e-01 2.0813978e-01 -9.4372258e-01 1.5605425e+00 1.5602183e+00
1.4625000e+00  8.6543901e-01 -6.5141346e-01 1.3805702e+00 -6.8719189e-01 1.7261486e-01 -9.5072621e-01 1.5446616e+00 1.5442761e+00
1.5000000e+00  8.3998293e-01 -7.0615599e-01 1.3527756e+00 -7.9439072e-01 1.3685145e-01 -9.5643917e-01 1.5245969e+00 1.5241503e+00
1.5375000e+00  8.1248705e-01 -7.6011944e-01 1.3210559e+00 -8.9639341e-01 1.0089828e-01 -9.6084408e-01 1.5005157e+00 1.5000088e+00
1.5750000e+00  7.8299006e-01 -8.1279616e-01 1.2856205e+00 -9.9244290e-01 6.4804695e-02 -9.6392522e-01 1.4726203e+00 1.4720545e+00
1.6125000e+00  7.5154992e-01 -8.6366633e-01 1.2467059e+00 -1.0818457e+00 2.8620611e-02 -9.6566855e-01 1.4411462e+00 1.4405238e+00
1.6500000e+00  7.1824428e-01 -9.1220112e-01 1.2045730e+00 -1.1639802e+00 -7.6035694e-03 -9.6606185e-01 1.4063610e+00 1.4056849e+00
1.6875000e+00  6.8317072e-01 -9.5786603e-01 1.1595051e+00 -1.2383038e+00 -4.3817020e-02 -9.6509471e-01 1.3685624e+00 1.3678364e+00
1.7250000e+00  6.4644693e-01 -1.0001241e+00 1.1118037e+00 -1.3043615e+00 -7.9968559e-02 -9.6275868e-01 1.3280764e+00 1.3273047e+00
1.7625000e+00  6.0821072e-01 -1.0384390e+00 1.0617859e+00 -1.3617926e+00 -1.1600673e-01 -9.5904729e-01 1.2852549e+00 1.2844428e+00
1.8000000e+00  5.6861997e-01 -1.0722788e+00 1.0097804e+00 -1.4103387e+00 -1.5187986e-01 -9.5395612e-01 1.2404743e+00 1.2396276e+00
1.8375000e+00  5.2785234e-01 -1.1011189e+00 9.5612348e-01 -1.4498505e+00 -1.8753616e-01 -9.4748289e-01 1.1941327e+00 1.1932581e+00
1.8750000e+00  4.8610499e-01 -1.1244459e+00 9.0115501e-01 -1.4802955e+00 -2.2292379e-01 -9.3962746e-01 1.1466482e+00 1.1457530e+00
1.9125000e+00  4.4359407e-01 -1.1417618e+00 8.4521361e-01 -1.5017655e+00 -2.5799096e-01 -9.3039197e-01 1.0984569e+00 1.0975490e+00
1.9500000e+00  4.0055401e-01 -1.1525886e+00 7.8863209e-01 -1.5144838e+00 -2.9268599e-01 -9.1978080e-01 1.0500106e+00 1.0490988e+00
1.9875000e+00  3.5723673e-01 -1.1564744e+00 7.3173229e-01 -1.5188130e+00 -3.2695741e-01 -9.0780066e-01 1.0017753e+00 1.0008689e+00
2.0250000e+00  3.1391047e-01 -1.1530015e+00 6.7481973e-01 -1.5152622e+00 -3.6075404e-01 -8.9446066e-01 9.5422946e-01 9.5333839e-01
2.0625000e+00  2.7085834e-01 -1.1417961e+00 6.1817796e-01 -1.5044943e+00 -3.9402510e-01 -8.7977227e-01 9.0786231e-01 9.0699721e-01
2.1000000e+00  2.2837643e-01 -1.1225425e+00 5.6206271e-01 -1.4873309e+00 -4.2672028e-01 -8.6374941e-01 8.6317217e-01 8.6234426e-01
2.1375000e+00  1.8677133e-01 -1.0950013e+00 5.0669590e-01 -1.4647555e+00 -4.5878983e-01 -8.4640844e-01 8.2066433e-01 8.1988538e-01
2.1750000e+00  1.4635676e-01 -1.0590336e+00 4.5225952e-01 -1.4379112e+00 -4.9018467e-01 -8.2776820e-01 7.8084804e-01 7.8013032e-01
2.2125000e+00  1.0744936e-01 -1.0146307e+00 3.9888985e-01 -1.4080907e+00 -5.2085647e-01 -8.0785000e-01 7.4423204e-01 7.4358819e-01
2.2500000e+00  7.0363060e-02 -9.6195029e-01 3.4667223e-01 -1.3767143e+00 -5.5075774e-01 -7.8667762e-01 7.1131757e-01 7.1076040e-01
2.2875000e+00  3.5402166e-02 -9.0135557e-01 2.9563690e-01 -1.3452912e+00 -5.7984194e-01 -7.6427733e-01 6.8258808e-01 6.8213027e-01
2.3250000e+00  2.8528998e-03 -8.3345324e-01 2.4575671e-01 -1.3153617e+00 -6.0806355e-01 -7.4067783e-01 6.5849469e-01 6.5814838e-01
2.3625000e+00  -2.7026299e-02 -7.5912176e-01 1.9694740e-01 -1.2884168e+00 -6.3537817e-01 -7.1591029e-01 6.3943747e-01 6.3921366e-01
2.4000000e+00  -5.4015206e-02 -6.7952010e-01 1.4907122e-01 -1.2658008e+00 -6.6174263e-01 -6.9000826e-01 6.2574344e-01 6.2565137e-01
2.4375000e+00  -7.7942052e-02 -5.9606733e-01 1.0194439e-01 -1.2486077e+00 -6.8711506e-01 -6.6300769e-01 6.1764424e-01 6.1769073e-01
2.4750000e+00  -9.8692357e-02 -5.1038797e-01 5.5348306e-02 -1.2375858e+00 -7.1145495e-01 -6.3494682e-01 6.1525721e-01 6.1544610e-01
2.5125000e+00  -1.1621512e-01 -4.2422650e-01 9.0438802e-03 -1.2330728e+00 -7.3472332e-01 -6.0586619e-01 6.1857432e-01 6.1890616e-01
2.5500000e+00  -1.3052538e-01 -3.3934374e-01 -3.7212524e-02 -1.2349735e+00 -7.5688270e-01 -5.7580854e-01 6.2746177e-01 6.2793375e-01
2.5875000e+00  -1.4170290e-01 -2.5741341e-01 -8.3653185e-02 -1.2427855e+00 -7.7789731e-01 -5.4481876e-01 6.4167061e-01 6.4227684e-01
2.6250000e+00  -1.4988719e-01 -1.7993663e-01 -1.3048491e-01 -1.2556661e+00 -7.9773304e-01 -5.1294380e-01 6.6085593e-01 6.6158785e-01
2.6625000e+00  -1.5526987e-01 -1.0818547e-01 -1.7787791e-01 -1.2725233e+00 -8.1635764e-01 -4.8023258e-01 6.8460031e-01 6.8544727e-01
2.7000000e+00  -1.5808555e-01 -4.3177612e-02 -2.2595832e-01 -1.2921127e+00 -8.3374067e-01 -4.4673592e-01 7.1243737e-01 7.1338718e-01
2.7375000e+00  -1.5860218e-01 1.4322834e-02 -2.7480415e-01 -1.3131266e+00 -8.4985367e-01 -4.1250643e-01 7.4387226e-01 7.4491166e-01
2.7750000e+00  -1.5711193e-01 6.3786858e-02 -3.2444433e-01 -1.3342659e+00 -8.6467017e-01 -3.7759838e-01 7.7839758e-01 7.7951264e-01
2.8125000e+00  -1.5392277e-01 1.0489301e-01 -3.7486012e-01 -1.3542931e+00 -8.7816576e-01 -3.4206762e-01 8.1550477e-01 8.1668115e-01
2.8500000e+00  -1.4935133e-01 1.3749738e-01 -4.2598806e-01 -1.3720669e+00 -8.9031817e-01 -3.0597146e-01 8.5469157e-01 8.5591473e-01
2.8875000e+00  -1.4371677e-01 1.6160512e-01 -4.7772408e-01 -1.3865631e+00 -9.0110729e-01 -2.6936851e-01 8.9546674e-01 8.9672206e-01
2.9250000e+00  -1.3733563e-01 1.7734564e-01 -5.2992803e-01 -1.3968852e+00 -9.1051522e-01 -2.3231858e-01 9.3735287e-01 9.3862579e-01
2.9625000e+00  -1.3051761e-01 1.8495183e-01 -5.8242863e-01 -1.4022675e+00 -9.1852635e-01 -1.9488254e-01 9.7988820e-01 9.8116428e-01
3.0000000e+00  -1.2356200e-01 1.8474321e-01 -6.3502830e-01 -1.4020740e+00 -9.2512736e-01 -1.5712216e-01 1.0226280e+00 1.0238929e+00
