0.0000e+00 0.0000e+00
3.2258e-02 -1.5609e-02
6.4516e-02 -3.0177e-02
9.6774e-02 -4.3704e-02
1.2903e-01 -5.6191e-02
1.6129e-01 -6.7638e-02
1.9355e-01 -7.8044e-02
2.2581e-01 -8.7409e-02
2.5806e-01 -9.5734e-02
2.9032e-01 -1.0302e-01
3.2258e-01 -1.0926e-01
3.5484e-01 -1.1446e-01
3.8710e-01 -1.1863e-01
4.1935e-01 -1.2175e-01
4.5161e-01 -1.2383e-01
4.8387e-01 -1.2487e-01
5.1613e-01 -1.2487e-01
5.4839e-01 -1.2383e-01
5.8065e-01 -1.2175e-01
6.1290e-01 -1.1863e-01
6.4516e-01 -1.1446e-01
6.7742e-01 -1.0926e-01
7.0968e-01 -1.0302e-01
7.4194e-01 -9.5734e-02
7.7419e-01 -8.7409e-02
8.0645e-01 -7.8044e-02
8.3871e-01 -6.7638e-02
8.7097e-01 -5.6191e-02
9.0323e-01 -4.3704e-02
9.3548e-01 -3.0177e-02
9.6774e-01 -1.5609e-02
1.0000e+00 0.0000e+00
