-1.0000000000e+00 -1.0000000000e+00 -1.7478661368e-02
-1.0000000000e+00 -9.8412698413e-01 -1.7399299661e-02
-1.0000000000e+00 -9.6825396825e-01 -1.7319958514e-02
-1.0000000000e+00 -9.5238095238e-01 -1.7240659388e-02
-1.0000000000e+00 -9.3650793651e-01 -1.7161424758e-02
-1.0000000000e+00 -9.2063492063e-01 -1.7082278142e-02
-1.0000000000e+00 -9.0476190476e-01 -1.7003244127e-02
-1.0000000000e+00 -8.8888888889e-01 -1.6924348404e-02
-1.0000000000e+00 -8.7301587302e-01 -1.6845617789e-02
-1.0000000000e+00 -8.5714285714e-01 -1.6767080257e-02
-1.0000000000e+00 -8.4126984127e-01 -1.6688764962e-02
-1.0000000000e+00 -8.2539682540e-01 -1.6610702266e-02
-1.0000000000e+00 -8.0952380952e-01 -1.6532923758e-02
-1.0000000000e+00 -7.9365079365e-01 -1.6455462281e-02
-1.0000000000e+00 -7.7777777778e-01 -1.6378351944e-02
-1.0000000000e+00 -7.6190476190e-01 -1.6301628142e-02
-1.0000000000e+00 -7.4603174603e-01 -1.6225327568e-02
-1.0000000000e+00 -7.3015873016e-01 -1.6149488228e-02
-1.0000000000e+00 -7.1428571429e-01 -1.6074149440e-02
-1.0000000000e+00 -6.9841269841e-01 -1.5999351844e-02
-1.0000000000e+00 -6.8253968254e-01 -1.5925137396e-02
-1.0000000000e+00 -6.6666666667e-01 -1.5851549366e-02
-1.0000000000e+00 -6.5079365079e-01 -1.5778632322e-02
-1.0000000000e+00 -6.3492063492e-01 -1.5706432119e-02
-1.0000000000e+00 -6.1904761905e-01 -1.5634995874e-02
-1.0000000000e+00 -6.0317460317e-01 -1.5564371935e-02
-1.0000000000e+00 -5.8730158730e-01 -1.5494609851e-02
-1.0000000000e+00 -5.7142857143e-01 -1.5425760324e-02
-1.0000000000e+00 -5.5555555556e-01 -1.5357875162e-02
-1.0000000000e+00 -5.3968253968e-01 -1.5291007221e-02
-1.0000000000e+00 -5.2380952381e-01 -1.5225210337e-02
-1.0000000000e+00 -5.0793650794e-01 -1.5160539254e-02
-1.0000000000e+00 -4.9206349206e-01 -1.5097049536e-02
-1.0000000000e+00 -4.7619047619e-01 -1.5034797482e-02
-1.0000000000e+00 -4.6031746032e-01 -1.4973840017e-02
-1.0000000000e+00 -4.4444444444e-01 -1.4914234584e-02
-1.0000000000e+00 -4.2857142857e-01 -1.4856039027e-02
-1.0000000000e+00 -4.1269841270e-01 -1.4799311457e-02
-1.0000000000e+00 -3.9682539683e-01 -1.4744110117e-02
-1.0000000000e+00 -3.8095238095e-01 -1.4690493234e-02
-1.0000000000e+00 -3.6507936508e-01 -1.4638518864e-02
-1.0000000000e+00 -3.4920634921e-01 -1.4588244728e-02
-1.0000000000e+00 -3.3333333333e-01 -1.4539728043e-02
-1.0000000000e+00 -3.1746031746e-01 -1.4493025346e-02
-1.0000000000e+00 -3.0158730159e-01 -1.4448192306e-02
-1.0000000000e+00 -2.8571428571e-01 -1.4405283542e-02
-1.0000000000e+00 -2.6984126984e-01 -1.4364352428e-02
-1.0000000000e+00 -2.5396825397e-01 -1.4325450900e-02
-1.0000000000e+00 -2.3809523810e-01 -1.4288629258e-02
-1.0000000000e+00 -2.2222222222e-01 -1.4253935974e-02
-1.0000000000e+00 -2.0634920635e-01 -1.4221417493e-02
-1.0000000000e+00 -1.9047619048e-01 -1.4191118042e-02
-1.0000000000e+00 -1.7460317460e-01 -1.4163079446e-02
-1.0000000000e+00 -1.5873015873e-01 -1.4137340941e-02
