4    2.7323954e-01
8    4.5070341e-02
16    1.1408460e-01
32    1.6443655e-01
64    5.2816057e-03
128    6.4348682e-02
256    2.4559946e-02
512    1.0255198e-02
1024    1.0882568e-02
2048    4.6655783e-03
4096    7.4632238e-03
8192    9.4780739e-03
16384    1.0074251e-03
32768    5.3204619e-03
65536    1.8622612e-03
131072    2.7324830e-03
262144    1.7283161e-04
524288    2.0212292e-06
